sr,source_ip,destination_ip,protocol,packet_length,packet_info,source_mac,destination_mac,source_vendor,destination_vendor,asset_type
91,192.168.100.8,239.255.255.250,17,217,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=203 id=54771 flags= frag=0 ttl=1 proto=udp chksum=0xce83 src=192.168.100.8 dst=239.255.255.250 |<UDP  sport=56327 dport=ssdp len=183 chksum=0x81bc |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nMAN: ""ssdp:discover""\r\nMX: 1\r\nST: urn:dial-multiscreen-org:service:dial:1\r\nUSER-AGENT: Microsoft Edge/124.0.2478.67 Windows\r\n\r\n' |>>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
92,192.168.100.18,192.168.100.255,17,92,<Ether  dst=ff:ff:ff:ff:ff:ff src=c4:d9:87:04:a2:c7 type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=78 id=7267 flags= frag=0 ttl=128 proto=udp chksum=0xd3d9 src=192.168.100.18 dst=192.168.100.255 |<UDP  sport=netbios_ns dport=netbios_ns len=58 chksum=0xa95f |<NBNSHeader  NAME_TRN_ID=46132 RESPONSE=0 OPCODE=0 NM_FLAGS=B+RD RCODE=0 QDCOUNT=1 ANCOUNT=0 NSCOUNT=0 ARCOUNT=0 |<NBNSQueryRequest  QUESTION_NAME='AWAIS          ' SUFFIX=domain controller NULL=0 QUESTION_TYPE=NB QUESTION_CLASS=INTERNET |>>>>>,c4:d9:87:04:a2:c7,ff:ff:ff:ff:ff:ff,Intel Corporate,Vendor Not Found,Unknown Protocol
93,,,,188,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=134 nh=UDP hlim=1 src=fe80::1 dst=ff05::c |<UDP  sport=58991 dport=ssdp len=134 chksum=0xd418 |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: [FF05::C]:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:schemas-upnp-org:device:ManageableDevice:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
94,192.168.100.8,224.0.0.22,2,54,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv4 |<IP  version=4 ihl=6 tos=0x0 len=40 id=23955 flags= frag=0 ttl=1 proto=2 chksum=0xc275 src=192.168.100.8 dst=224.0.0.22 options=[<IPOption_Router_Alert  copy_flag=1 optclass=control option=router_alert length=4 alert=router_shall_examine_packet |>] |<Raw  load='""\x00\\xfa\\x8c\x00\x00\x00\x01\x03\x00\x00\x00\\xe0\x00\x00q' |>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
95,,,,90,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=36 nh=Hop-by-Hop Option Header hlim=1 src=fe80::c00a:24aa:7fee:cf2c dst=ff02::16 |<IPv6ExtHdrHopByHop  nh=ICMPv6 len=0 autopad=On options=[<RouterAlert  otype=Router Alert [00: skip, 0: Don't change en-route] optlen=2 value=Datagram contains a MLD message |>, <PadN  otype=PadN [00: skip, 0: Don't change en-route] optlen=0 |>] |<ICMPv6MLReport2  type=MLD Report Version 2 res=0 cksum=0x3c01 reserved=0 records_number=1 records=[<ICMPv6MLDMultAddrRec  rtype=3 auxdata_len=0 sources_number=0 dst=ff02::13a |>] |>>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
96,192.168.100.8,224.0.0.22,2,54,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv4 |<IP  version=4 ihl=6 tos=0x0 len=40 id=23956 flags= frag=0 ttl=1 proto=2 chksum=0xc274 src=192.168.100.8 dst=224.0.0.22 options=[<IPOption_Router_Alert  copy_flag=1 optclass=control option=router_alert length=4 alert=router_shall_examine_packet |>] |<Raw  load='""\x00\\xf9\\x8c\x00\x00\x00\x01\x04\x00\x00\x00\\xe0\x00\x00q' |>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
97,,,,90,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=36 nh=Hop-by-Hop Option Header hlim=1 src=fe80::c00a:24aa:7fee:cf2c dst=ff02::16 |<IPv6ExtHdrHopByHop  nh=ICMPv6 len=0 autopad=On options=[<RouterAlert  otype=Router Alert [00: skip, 0: Don't change en-route] optlen=2 value=Datagram contains a MLD message |>, <PadN  otype=PadN [00: skip, 0: Don't change en-route] optlen=0 |>] |<ICMPv6MLReport2  type=MLD Report Version 2 res=0 cksum=0x3b01 reserved=0 records_number=1 records=[<ICMPv6MLDMultAddrRec  rtype=4 auxdata_len=0 sources_number=0 dst=ff02::13a |>] |>>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
98,192.168.100.8,224.0.0.22,2,54,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv4 |<IP  version=4 ihl=6 tos=0x0 len=40 id=23957 flags= frag=0 ttl=1 proto=2 chksum=0xc273 src=192.168.100.8 dst=224.0.0.22 options=[<IPOption_Router_Alert  copy_flag=1 optclass=control option=router_alert length=4 alert=router_shall_examine_packet |>] |<Raw  load='""\x00\\xfa\\x8c\x00\x00\x00\x01\x03\x00\x00\x00\\xe0\x00\x00q' |>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
99,,,,90,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=36 nh=Hop-by-Hop Option Header hlim=1 src=fe80::c00a:24aa:7fee:cf2c dst=ff02::16 |<IPv6ExtHdrHopByHop  nh=ICMPv6 len=0 autopad=On options=[<RouterAlert  otype=Router Alert [00: skip, 0: Don't change en-route] optlen=2 value=Datagram contains a MLD message |>, <PadN  otype=PadN [00: skip, 0: Don't change en-route] optlen=0 |>] |<ICMPv6MLReport2  type=MLD Report Version 2 res=0 cksum=0x3c01 reserved=0 records_number=1 records=[<ICMPv6MLDMultAddrRec  rtype=3 auxdata_len=0 sources_number=0 dst=ff02::13a |>] |>>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
100,192.168.100.8,224.0.0.22,2,54,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv4 |<IP  version=4 ihl=6 tos=0x0 len=40 id=23958 flags= frag=0 ttl=1 proto=2 chksum=0xc272 src=192.168.100.8 dst=224.0.0.22 options=[<IPOption_Router_Alert  copy_flag=1 optclass=control option=router_alert length=4 alert=router_shall_examine_packet |>] |<Raw  load='""\x00\\xf9\\x8c\x00\x00\x00\x01\x04\x00\x00\x00\\xe0\x00\x00q' |>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
101,,,,90,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=36 nh=Hop-by-Hop Option Header hlim=1 src=fe80::c00a:24aa:7fee:cf2c dst=ff02::16 |<IPv6ExtHdrHopByHop  nh=ICMPv6 len=0 autopad=On options=[<RouterAlert  otype=Router Alert [00: skip, 0: Don't change en-route] optlen=2 value=Datagram contains a MLD message |>, <PadN  otype=PadN [00: skip, 0: Don't change en-route] optlen=0 |>] |<ICMPv6MLReport2  type=MLD Report Version 2 res=0 cksum=0x3b01 reserved=0 records_number=1 records=[<ICMPv6MLDMultAddrRec  rtype=4 auxdata_len=0 sources_number=0 dst=ff02::13a |>] |>>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
102,,,,188,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=134 nh=UDP hlim=1 src=fe80::1 dst=ff05::c |<UDP  sport=58991 dport=ssdp len=134 chksum=0xd418 |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: [FF05::C]:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:schemas-upnp-org:device:ManageableDevice:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
103,192.168.100.8,224.0.0.22,2,54,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv4 |<IP  version=4 ihl=6 tos=0x0 len=40 id=23959 flags= frag=0 ttl=1 proto=2 chksum=0xc271 src=192.168.100.8 dst=224.0.0.22 options=[<IPOption_Router_Alert  copy_flag=1 optclass=control option=router_alert length=4 alert=router_shall_examine_packet |>] |<Raw  load='""\x00\\xf9\\x8c\x00\x00\x00\x01\x04\x00\x00\x00\\xe0\x00\x00q' |>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
104,,,,90,"<Ether  dst=b4:6b:fc:c7:e5:6b src=7c:b2:7d:dc:77:e2 type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=36 nh=Hop-by-Hop Option Header hlim=1 src=fe80::c00a:24aa:7fee:cf2c dst=ff02::16 |<IPv6ExtHdrHopByHop  nh=ICMPv6 len=0 autopad=On options=[<RouterAlert  otype=Router Alert [00: skip, 0: Don't change en-route] optlen=2 value=Datagram contains a MLD message |>, <PadN  otype=PadN [00: skip, 0: Don't change en-route] optlen=0 |>] |<ICMPv6MLReport2  type=MLD Report Version 2 res=0 cksum=0x3b01 reserved=0 records_number=1 records=[<ICMPv6MLDMultAddrRec  rtype=4 auxdata_len=0 sources_number=0 dst=ff02::13a |>] |>>>>",7c:b2:7d:dc:77:e2,b4:6b:fc:c7:e5:6b,Intel Corporate,Intel Corporate,Unknown Protocol
105,,,,188,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=134 nh=UDP hlim=1 src=fe80::1 dst=ff02::c |<UDP  sport=58991 dport=ssdp len=134 chksum=0xd41e |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: [FF02::C]:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:schemas-upnp-org:device:ManageableDevice:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
106,192.168.100.13,224.0.0.251,17,103,<Ether  dst=b4:6b:fc:c7:e5:6b src=5a:3f:ca:a1:ab:9a type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=89 id=51714 flags=DF frag=0 ttl=255 proto=udp chksum=0xabdf src=192.168.100.13 dst=224.0.0.251 |<UDP  sport=5353 dport=5353 len=69 chksum=0xcaa1 |<DNS  id=18 qr=0 opcode=QUERY aa=0 tc=0 rd=0 ra=0 z=0 ad=0 cd=0 rcode=ok qdcount=2 ancount=0 nscount=0 arcount=0 qd=<DNSQR  qname='_CA5E8412._sub._googlecast._tcp.local.' qtype=PTR qclass=IN |<DNSQR  qname='_googlecast._tcp.local.' qtype=PTR qclass=IN |>> an=None ns=None ar=None |>>>>,5a:3f:ca:a1:ab:9a,b4:6b:fc:c7:e5:6b,Vendor Not Found,Intel Corporate,Unknown Protocol
107,,,,188,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=134 nh=UDP hlim=1 src=fe80::1 dst=ff02::c |<UDP  sport=58991 dport=ssdp len=134 chksum=0xd41e |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: [FF02::C]:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:schemas-upnp-org:device:ManageableDevice:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
108,192.168.100.1,239.255.255.250,17,174,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=160 id=2581 flags=DF frag=0 ttl=4 proto=udp chksum=0x5794 src=192.168.100.1 dst=239.255.255.250 |<UDP  sport=33642 dport=ssdp len=140 chksum=0xb6d2 |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:schemas-upnp-org:device:ManageableDevice:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
109,192.168.100.1,239.255.255.250,17,174,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=160 id=2597 flags=DF frag=0 ttl=4 proto=udp chksum=0x5784 src=192.168.100.1 dst=239.255.255.250 |<UDP  sport=33642 dport=ssdp len=140 chksum=0xb6d2 |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:schemas-upnp-org:device:ManageableDevice:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
110,,,,189,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=135 nh=UDP hlim=1 src=fe80::1 dst=ff05::c |<UDP  sport=58991 dport=ssdp len=135 chksum=0x8c79 |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: [FF05::C]:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:www-huawei-com:service:NetworkSyncService:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
111,,,,189,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=135 nh=UDP hlim=1 src=fe80::1 dst=ff05::c |<UDP  sport=58991 dport=ssdp len=135 chksum=0x8c79 |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: [FF05::C]:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:www-huawei-com:service:NetworkSyncService:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
112,,,,189,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=135 nh=UDP hlim=1 src=fe80::1 dst=ff02::c |<UDP  sport=58991 dport=ssdp len=135 chksum=0x8c7f |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: [FF02::C]:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:www-huawei-com:service:NetworkSyncService:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
113,,,,189,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv6 |<IPv6  version=6 tc=0 fl=0 plen=135 nh=UDP hlim=1 src=fe80::1 dst=ff02::c |<UDP  sport=58991 dport=ssdp len=135 chksum=0x8c7f |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: [FF02::C]:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:www-huawei-com:service:NetworkSyncService:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
114,192.168.100.1,239.255.255.250,17,175,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=161 id=2611 flags=DF frag=0 ttl=4 proto=udp chksum=0x5775 src=192.168.100.1 dst=239.255.255.250 |<UDP  sport=33642 dport=ssdp len=141 chksum=0x6f33 |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:www-huawei-com:service:NetworkSyncService:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
115,192.168.100.1,239.255.255.250,17,175,"<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=161 id=2624 flags=DF frag=0 ttl=4 proto=udp chksum=0x5768 src=192.168.100.1 dst=239.255.255.250 |<UDP  sport=33642 dport=ssdp len=141 chksum=0x6f33 |<Raw  load='M-SEARCH * HTTP/1.1\r\nHOST: 239.255.255.250:1900\r\nMAN: ""ssdp:discover""\r\nMX: 5\r\nST: urn:www-huawei-com:service:NetworkSyncService:1\r\n\r\n' |>>>>",04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
116,192.168.100.19,192.168.100.1,17,90,<Ether  dst=04:b0:e7:65:21:ef src=b4:6b:fc:c7:e5:6b type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=76 id=29163 flags= frag=0 ttl=128 proto=udp chksum=0x7f50 src=192.168.100.19 dst=192.168.100.1 |<UDP  sport=59099 dport=domain len=56 chksum=0x552c |<DNS  id=23391 qr=0 opcode=QUERY aa=0 tc=0 rd=1 ra=0 z=0 ad=0 cd=0 rcode=ok qdcount=1 ancount=0 nscount=0 arcount=0 qd=<DNSQR  qname='vscode-sync.trafficmanager.net.' qtype=A qclass=IN |> an=None ns=None ar=None |>>>>,b4:6b:fc:c7:e5:6b,04:b0:e7:65:21:ef,Intel Corporate,"HUAWEI TECHNOLOGIES CO.,LTD",Unknown Protocol
117,192.168.100.19,192.168.100.1,17,90,<Ether  dst=04:b0:e7:65:21:ef src=b4:6b:fc:c7:e5:6b type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=76 id=29164 flags= frag=0 ttl=128 proto=udp chksum=0x7f4f src=192.168.100.19 dst=192.168.100.1 |<UDP  sport=63774 dport=domain len=56 chksum=0x8f53 |<DNS  id=3765 qr=0 opcode=QUERY aa=0 tc=0 rd=1 ra=0 z=0 ad=0 cd=0 rcode=ok qdcount=1 ancount=0 nscount=0 arcount=0 qd=<DNSQR  qname='vscode-sync.trafficmanager.net.' qtype=HTTPS qclass=IN |> an=None ns=None ar=None |>>>>,b4:6b:fc:c7:e5:6b,04:b0:e7:65:21:ef,Intel Corporate,"HUAWEI TECHNOLOGIES CO.,LTD",Unknown Protocol
118,192.168.100.19,13.67.9.5,6,904,"<Ether  dst=04:b0:e7:65:21:ef src=b4:6b:fc:c7:e5:6b type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=890 id=8041 flags=DF frag=0 ttl=128 proto=tcp chksum=0x9d11 src=192.168.100.19 dst=13.67.9.5 |<TCP  sport=49323 dport=https seq=2746986493 ack=2814690637 dataofs=5 reserved=0 flags=PA window=258 chksum=0x18a4 urgptr=0 |<Raw  load='\x17\x03\x03\x03Mw\\xa1\\xc5\x1c\\x8aj\\xf5\\x94\\xf7n\\x90\\xd3\\xdfT\\xc43\\xafo\\xbc\\x9d\\x90\rv\\xf7nA\x18\\xa5N9\\xd0\\{ue\\xde\\xca͙Ĺ\\xeb\\x96L\\xff""\\xc3B\\xee\x0eXN\\x97\x06k\x07\\x99g\\xcf\x0b\\x8e\\x87ta\\x8bZ{\\xb6\\xb3\\xe7\\xbf\x1d\x02\\xea\\x87\x19ư|\x1a\\x95N\\x9d!$ϸVh{^\\x96\\xca\x16\\x8c\x14Y\\xc10\\xbe!@o\\x89\\x8cY\\xf9!\r\\xe0\t\\xe1\\xb1\\xe3\\xe2\\xbd4z\\xebܲ\\x97&͗\\xfe\\xb1\x15\\x8f\\x8a{\\xf8c\\xfd\\xcc\\xf5"",_\\xc5>\\x8c\x00\\xe1j\\x85\\x8eAr\\xca|]\\xf1\\xe3\\x91f\x1aI=\\x91\x18\'\\xf6\\xdb (\\xe1,\\xbb\x1d\\xfd\\xe6l\\xa3\\xd1]\x1e9f\x13\\xb8\x1c[\x0c\\xdeY\x04\x07\\x97\\xfe\\xbe\x0c\x18\\xc6\r\\xd7#\\x90_9\x07x\x15\x1a\\x9c\x06z\\xf7|>\\xbe8\\xcbMcx#7\x1ez\\xad U\\x98\\xb1X\x7f\\x8d\\xb3\\\x06тy\\xab\\xa8P\x04\\xda\\xdb\\xcc\r\\x98\\xb4\\xcf7?\x10\\xe2\t\\xcf\x0b\\x83\\x90\x03\\xc1\\xf0Ӛ\\xf4\x19\\xbcma\x04`\n\\xc5&\\xc4옛%>\r9\x18\\xcc{\\xf6j\\xa6\\xb4\x03b\\xdc\x14\\x9b#a\\xbe\\xd0E\x04\\xfb3\\xb2\\x9fn^\\x97`4.2a\\xb2E8\\xbcݺc<\\xdb\\xcdKN\\xbbQ]Ϙ\x05\\xd2GY\x118D\\xf3\x0c\\xd9w\\x99ٮ\\x87\\xf9~\\xe2\x13\\xd53\x1f\\xe7\\xea1\\xd7%%\\xc3\\xe1\\x98K\\xccD\\xf4\\x95\\x92\x04\\xf8j\\x90\\xfb\\xe1\\x8cN`\\xb1\\xb5\\x9f8%{\x100n6e\\xadfJ$f!\\xf2ڲK*\x1e`\\xa9\\xb0\\x9f \\xf4F^ʎ\\xb7:\x1c\\xf3\\xf9\\xf9\\x9e\\xa8\\xb3\\xbb\x1c+\\xc1E\\xa4\\xa2ƈ\\xa2\\x9f\\xa0\\x90\\xd9\x08\\xe4t\\x84\x1b\x10\\xf8\\xe8Y\\xa7qb\x17\x17\x01\\x91\t1lO@\x04\\xa1\\xa0\\xc5\\xeb|\\xe5\\xc0\\xbc\\xbbv\\xb6\nk\\xdc\\xcd\x15\\xf5\\xb9\\xdca UL\\xe3\\xddW\\x8f\x08\x1f%\\x88<\\xf4·\\xee\\xa9Nf\\xcey\\xf5\\xd2\\xf0\\x9f(\\xf6\\xd4Q\x1b\\xa4=\\x95\\xe71K}\x16\\xeeE\\xbf>\\x8e\\xf6 `M\'\\xe8:\\xfd1rI%\\xceMa\\xdd\\xe5\\xe1\\xf0\x16\x1f5\\xd29\\x9d\rP\\xfc\\xf9\\x804Cb\t\x06,\\xf5\\x93\\xef\\x96}\\xca\\xfen\\x93blj+\\xcb\n\\x8a\\xad\\xf2\r.\\x94\x1b\x06\\xebB\\xe9\x15M\\xf0~\\x8ayV\\x97\\xa2\\xb2cWV\\xddf\x1fzjo\\xe3Sz<vh\\xf1\'!\x05։\\xd1\x17\x03ը\\xe2\\xcd\x07\x16\\xfc\\xd6wG\\x87\\xee&\\xdf\\xed\n\\xbd#\\x97K\\xb3Z\\xb9\\xc4\\xfbi\\xf7\n\\x90\x05\x10\'\x06\x1eO\x1d\\xa2$d\\xb5p""\\x92i\\xa3Fyvp\\xc62]\\xca+\x14l\\xf1\\xe2\x059\\xee\x10\\xa6\x11\\xfb\x0f#\\xf3\\xc6\\xfc\\xc2\\xfc\\x86\\x8b\\xc6\\xd8}\\x949\\xab\x19?\\xc2;H\x16\\x9dL,l,c\\xa9\x05\\x83\\xa6\x08\\xf2\\xdfg\\x89\x06C\x19\\x91\\xa9\\x8f\\xab\\xfc<\\xf3\\xf9l\\xde-i:b!G\\xa5&y\\xae\\xb2\\xdf\x1a\'\\x8c]\n\\xb6\x00\\x80m\\xe8\\xe3\\xed\\xcb\x11MO\\xc8\x04\\xb9\\xb2\\xb9\\x8ejXM\\x89\\xc1\\xda\\xd7A\x7f\x02\\xd4E.\x075\\x9fL"".\\xb6\\x85""\x18\\xa5\\xd0r\\x90\\xbb\\xeb5wW:\\xb6\x13`V\\xe5#\x17\\xd80^\\xe1\\x8bk\\x9d\\xb4\\xdf;b@\\x87\\xa5\\xc3T>\\xe5\x1a\x159P\\x99>I\\x8a\\xf4\\xee\x17b\\x8f""\\xf3\\xff\x03\\x80U\\xb5\x18\x00\'\\xe6B\\xb2\\xf7\\xba\\x90\x1c\\xb1.' |>>>>",b4:6b:fc:c7:e5:6b,04:b0:e7:65:21:ef,Intel Corporate,"HUAWEI TECHNOLOGIES CO.,LTD",Unknown Protocol
119,192.168.100.1,192.168.100.19,17,281,<Ether  dst=b4:6b:fc:c7:e5:6b src=04:b0:e7:65:21:ef type=IPv4 |<IP  version=4 ihl=5 tos=0x0 len=267 id=26511 flags=DF frag=0 ttl=64 proto=udp chksum=0x88ed src=192.168.100.1 dst=192.168.100.19 |<UDP  sport=domain dport=59099 len=247 chksum=0x663b |<DNS  id=23391 qr=1 opcode=QUERY aa=0 tc=0 rd=1 ra=1 z=0 ad=0 cd=0 rcode=ok qdcount=1 ancount=4 nscount=0 arcount=0 qd=<DNSQR  qname='vscode-sync.trafficmanager.net.' qtype=A qclass=IN |> an=<DNSRR  rrname='vscode-sync.trafficmanager.net.' type=CNAME rclass=IN ttl=219 rdlen=38 rdata='vscode-sync-ase-01.azurewebsites.net.' |<DNSRR  rrname='vscode-sync-ase-01.azurewebsites.net.' type=CNAME rclass=IN ttl=219 rdlen=49 rdata='waws-prod-sg1-051.sip.azurewebsites.windows.net.' |<DNSRR  rrname='waws-prod-sg1-051.sip.azurewebsites.windows.net.' type=CNAME rclass=IN ttl=2767 rdlen=52 rdata='waws-prod-sg1-051.southeastasia.cloudapp.azure.com.' |<DNSRR  rrname='waws-prod-sg1-051.southeastasia.cloudapp.azure.com.' type=A rclass=IN ttl=219 rdlen=4 rdata=13.67.9.5 |>>>> ns=None ar=None |>>>>,04:b0:e7:65:21:ef,b4:6b:fc:c7:e5:6b,"HUAWEI TECHNOLOGIES CO.,LTD",Intel Corporate,Unknown Protocol
